學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,一年級總計,二年級男生,二年級女生,二年級總計,三年級男生,三年級女生,三年級總計,四年級男生,四年級女生,四年級總計,五年級男生,五年級女生,五年級總計,六年級男生,六年級女生,六年級總計,七年級男生,七年級女生,七年級總計,延修生男生,延修生女生,延修生總計,縣市名稱,體系別
1,國立政治大學,6131081,資訊科學系,D 日,D 博士,12,8,4,1,1,2,2,1,3, -,2,2,2, -,2,2, -,2, -, -,0,1, -,1, -, -,0,30 臺北市,1 一般
1,國立政治大學,6131081,資訊科學系,D 日,M 碩士,167,128,39,60,25,85,41,5,46,16,7,23,11,2,13, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,6131081,資訊科學系,D 日,B 學士,236,176,60,40,14,54,50,16,66,41,17,58,37,11,48, -, -,0, -, -,0, -, -,0,8,2,10,30 臺北市,1 一般
1,國立政治大學,6131081,資訊科學系,N 職,M 碩士,97,71,26,23,8,31,22,5,27,15,10,25,8,2,10,3,1,4, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,6131082,社群網路與人智計算國際研究生博士學位學程,D 日,D 博士,15,12,3,2, -,2,2,1,3, -,2,2,3, -,3,4, -,4,1, -,1, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,6134057,數位內容碩士學位學程,D 日,M 碩士,54,18,36,2,12,14,7,11,18,4,9,13,5,4,9, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,9231084,社會工作研究所,D 日,D 博士,15,5,10, -,2,2,2,1,3, -,3,3,1,1,2, -,3,3,2, -,2, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,9231084,社會工作研究所,D 日,M 碩士,60,22,38,4,8,12,6,9,15,7,10,17,5,10,15, -,1,1, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
2,國立清華大學,1111084,教育與學習科技學系,D 日,D 博士,63,21,42,4,7,11,3,8,11,4,3,7,3,10,13,2,6,8,2, -,2,3,8,11, -, -,0,18 新竹市,1 一般
2,國立清華大學,1111084,教育與學習科技學系,D 日,M 碩士,116,19,97,7,29,36,5,31,36,3,15,18,3,15,18, -,5,5,1,2,3, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,1111084,教育與學習科技學系,D 日,B 學士,184,51,133,15,33,48,12,32,44,10,29,39,11,32,43, -, -,0, -, -,0, -, -,0,3,7,10,18 新竹市,1 一般
2,國立清華大學,1111084,教育與學習科技學系教育行政碩士在職專班,N 職,M 碩士,59,11,48,6,14,20,3,16,19,1,9,10, -,8,8, -,1,1, -, -,0,1, -,1, -, -,0,18 新竹市,1 一般
2,國立清華大學,1111084,教育與學習科技學系課程與教學碩士在職專班,N 職,M 碩士,135,18,117,5,31,36,4,34,38,6,23,29,2,20,22,1,3,4, -,3,3, -,3,3, -, -,0,18 新竹市,1 一般
2,國立清華大學,1111112,竹師教育學院學士班,D 日,B 學士,135,58,77,20,33,53,12,12,24,11,16,27,10,15,25, -, -,0, -, -,0, -, -,0,5,1,6,18 新竹市,1 一般
2,國立清華大學,1113095,特殊教育學系,D 日,M 碩士,59,4,55, -,14,14,2,20,22,1,9,10,1,11,12, -,1,1, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,1113095,特殊教育學系,D 日,B 學士,158,27,131,9,36,45,4,31,35,8,31,39,6,27,33, -, -,0, -, -,0, -, -,0, -,6,6,18 新竹市,1 一般
2,國立清華大學,1113110,學前特殊教育碩士在職學位學程,N 職,M 碩士,10, -,10, -, -,0, -, -,0, -, -,0, -,6,6, -,4,4, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,1115124,華德福教育碩士在職學位學程,N 職,M 碩士,24,4,20, -, -,0,3,11,14, -, -,0,1,9,10, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,1121091,幼兒教育學系,D 日,M 碩士,68,7,61,2,12,14,3,17,20,2,16,18, -,16,16, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,1121091,幼兒教育學系,D 日,B 學士,162,10,152, -,38,38,6,37,43,3,39,42,1,33,34, -, -,0, -, -,0, -, -,0, -,5,5,18 新竹市,1 一般
2,國立清華大學,1121091,幼兒教育學系,N 職,M 碩士,65,3,62, -,19,19, -,11,11,2,15,17, -,8,8, -,5,5, -,1,1,1,3,4, -, -,0,18 新竹市,1 一般
2,國立清華大學,1131085,數理教育研究所,D 日,M 碩士,76,42,34,15,7,22,12,13,25,10,11,21,5,2,7, -,1,1, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,1131085,數理教育研究所數學教育教師碩士在職專班,N 職,M 碩士,4,1,3, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,1,3,4, -, -,0,18 新竹市,1 一般
2,國立清華大學,1131085,數理教育研究所,N 職,M 碩士,76,20,56,3,12,15,4,12,16,5,14,19,5,8,13,3,5,8, -,1,1, -,4,4, -, -,0,18 新竹市,1 一般
2,國立清華大學,1131105,英語教學系,D 日,M 碩士,36,3,33, -,10,10,1,5,6,1,8,9,1,7,8, -,2,2, -, -,0, -,1,1, -, -,0,18 新竹市,1 一般
2,國立清華大學,1131105,英語教學系,D 日,B 學士,174,51,123,12,33,45,11,24,35,9,27,36,13,27,40, -, -,0, -, -,0, -, -,0,6,12,18,18 新竹市,1 一般
2,國立清華大學,1141098,藝術與設計學系美勞教師碩士在職專班,N 職,M 碩士,53,2,51, -,19,19, -, -,0, -,14,14, -,2,2,2,9,11, -,3,3, -,4,4, -, -,0,18 新竹市,1 一般
2,國立清華大學,1141127,運動科學系,D 日,M 碩士,48,22,26,8,8,16,9,9,18,5,7,12, -,2,2, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,1141127,運動科學系,D 日,B 學士,198,113,85,29,24,53,23,23,46,24,24,48,29,12,41, -, -,0, -, -,0, -, -,0,8,2,10,18 新竹市,1 一般
2,國立清華大學,1141127,運動科學系,N 職,M 碩士,47,22,25,9,7,16,5,10,15,2,4,6,2,2,4,2,1,3, -, -,0,2,1,3, -, -,0,18 新竹市,1 一般
2,國立清華大學,1199130,竹師教育學院跨領域STEAM教育碩士在職專班,N 職,M 碩士,29,8,21,5,11,16,3,10,13, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,2111136,科技藝術研究所,D 日,M 碩士,6,4,2,4,2,6, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,2131098,藝術與設計學系,D 日,M 碩士,85,19,66,3,20,23,4,21,25,7,17,24,5,8,13, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,2131098,藝術與設計學系,D 日,B 學士,317,66,251,16,64,80,12,60,72,17,55,72,17,63,80, -, -,0, -, -,0, -, -,0,4,9,13,18 新竹市,1 一般
2,國立清華大學,2151096,音樂學系,D 日,M 碩士,68,22,46,8,15,23,4,12,16,5,11,16,5,8,13, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,2151096,音樂學系,D 日,B 學士,150,61,89,13,19,32,10,21,31,15,27,42,19,17,36, -, -,0, -, -,0, -, -,0,4,5,9,18 新竹市,1 一般
2,國立清華大學,2151096,音樂學系音樂碩士在職專班,N 職,M 碩士,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0, -,1,1, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,2191113,藝術學院學士班,D 日,B 學士,145,49,96,13,29,42,14,22,36,12,22,34,8,17,25, -, -,0, -, -,0, -, -,0,2,6,8,18 新竹市,1 一般
2,國立清華大學,2221006,歷史研究所,D 日,D 博士,17,10,7,1,1,2,2,3,5,1, -,1, -, -,0,1,1,2,2,1,3,3,1,4, -, -,0,18 新竹市,1 一般
2,國立清華大學,2221006,歷史研究所,D 日,M 碩士,36,18,18,3,4,7,6,4,10,5,2,7,4,7,11, -,1,1, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,2222007,人類學研究所,D 日,D 博士,6,5,1,1,1,2,1, -,1, -, -,0, -, -,0,2, -,2, -, -,0,1, -,1, -, -,0,18 新竹市,1 一般
2,國立清華大學,2222007,人類學研究所,D 日,M 碩士,45,16,29,3,9,12,3,10,13,4,5,9,6,5,11, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,2231008,哲學研究所,D 日,D 博士,1,1, -,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,2231008,哲學研究所,D 日,M 碩士,33,25,8,7,1,8,7,4,11,5,3,8,6, -,6, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,2299009,亞際文化研究國際碩士學位學程(台灣聯合大學系統),D 日,M 碩士,9,3,6,1, -,1, -,2,2, -, -,0,2,4,6, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,2299010,人文社會學院學士班,D 日,B 學士,359,98,261,20,61,81,25,59,84,23,69,92,20,54,74, -, -,0, -, -,0, -, -,0,10,18,28,18 新竹市,1 一般
2,國立清華大學,2311002,外國語文學系,D 日,M 碩士,31,5,26,2,4,6,2,9,11, -,11,11,1,2,3, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,2311002,外國語文學系,D 日,B 學士,188,57,131,11,33,44,22,29,51,10,29,39,11,33,44, -, -,0, -, -,0, -, -,0,3,7,10,18 新竹市,1 一般
2,國立清華大學,2321001,台灣文學研究所,D 日,D 博士,19,8,11,1,3,4,1,1,2,1, -,1,2,1,3,1,5,6,1,1,2,1, -,1, -, -,0,18 新竹市,1 一般
2,國立清華大學,2321001,台灣文學研究所,D 日,M 碩士,46,24,22,4,6,10,5,5,10,7,4,11,8,7,15, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,2321101,臺灣語言研究與教學研究所,D 日,D 博士,22,7,15, -,3,3,2, -,2,1,1,2, -,2,2,1,2,3, -,4,4,3,3,6, -, -,0,18 新竹市,1 一般
2,國立清華大學,2321101,臺灣語言研究與教學研究所,D 日,M 碩士,53,15,38,3,9,12,5,8,13,3,11,14,3,5,8,1,4,5, -,1,1, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,2322003,中國文學系,D 日,D 博士,58,23,35,6,4,10,2,4,6,2,3,5,2,5,7,1,4,5,2,4,6,8,11,19, -, -,0,18 新竹市,1 一般
2,國立清華大學,2322003,中國文學系,D 日,M 碩士,94,23,71,5,16,21,6,13,19,3,19,22,9,23,32, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,2322003,中國文學系,D 日,B 學士,211,60,151,10,42,52,21,32,53,12,30,42,7,33,40, -, -,0, -, -,0, -, -,0,10,14,24,18 新竹市,1 一般
2,國立清華大學,2322109,中國語文學系,D 日,M 碩士,10,2,8, -, -,0, -, -,0, -, -,0,1,3,4, -,2,2,1,3,4, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,2322109,中國語文學系,D 日,B 學士,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -,1,1,18 新竹市,1 一般
2,國立清華大學,2322109,中國語文學系語文教師碩士在職專班,N 職,M 碩士,2,1,1, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,1,1,2, -, -,0,18 新竹市,1 一般
2,國立清華大學,2322109,中國語文學系語文碩士在職專班,N 職,M 碩士,10,2,8, -, -,0, -, -,0, -, -,0, -, -,0, -,1,1,1,2,3,1,5,6, -, -,0,18 新竹市,1 一般
2,國立清華大學,2323114,華文文學研究所,D 日,M 碩士,49,12,37,3,13,16,4,7,11,2,8,10,3,9,12, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,2399005,語言學研究所,D 日,D 博士,17,9,8,2, -,2,1,2,3,2,2,4, -, -,0,2,2,4,2,2,4, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,2399005,語言學研究所,D 日,M 碩士,38,19,19,7,6,13,3,5,8,6,4,10,3,4,7, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,3111011,經濟學系,D 日,D 博士,11,5,6,1, -,1,1,2,3, -, -,0,1, -,1, -,4,4, -, -,0,2, -,2, -, -,0,18 新竹市,1 一般
2,國立清華大學,3111011,經濟學系,D 日,M 碩士,55,31,24,11,13,24,16,8,24,2,2,4,2,1,3, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,3111011,經濟學系,D 日,B 學士,489,202,287,37,67,104,56,61,117,40,77,117,50,70,120, -, -,0, -, -,0, -, -,0,19,12,31,18 新竹市,1 一般
2,國立清華大學,3121139,台北政經學院政治經濟碩士班,D 日,M 碩士,14,10,4,10,4,14, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,3131077,教育心理與諮商學系,D 日,D 博士,21,12,9,4,2,6,3,4,7,4,1,5, -,2,2,1, -,1, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,3131077,教育心理與諮商學系,D 日,M 碩士,152,35,117,8,32,40,10,32,42,4,25,29,11,27,38,1,1,2,1, -,1, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,3131077,教育心理與諮商學系,D 日,B 學士,186,44,142,3,37,40,12,36,48,18,27,45,7,34,41, -, -,0, -, -,0, -, -,0,4,8,12,18 新竹市,1 一般
2,國立清華大學,3131077,教育心理與諮商學系教育心理與諮商碩士在職專班,N 職,M 碩士,138,21,117,2,28,30,6,25,31,6,24,30,4,20,24,2,10,12, -,2,2,1,8,9, -, -,0,18 新竹市,1 一般
2,國立清華大學,3141012,社會學研究所,D 日,D 博士,15,7,8,2, -,2,1, -,1, -,2,2, -,2,2,2,1,3,1,1,2,1,2,3, -, -,0,18 新竹市,1 一般
2,國立清華大學,3141012,社會學研究所,D 日,M 碩士,92,49,43,9,14,23,16,9,25,10,8,18,14,12,26, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,3143013,台灣研究教師在職進修碩士學位班,N 職,M 碩士,74,15,59,3,15,18,4,11,15,2,13,15,4,10,14,2,10,12, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,3199015,學習科學研究所,D 日,M 碩士,2,1,1, -, -,0, -, -,0, -,1,1,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,3199111,學習科學與科技研究所,D 日,M 碩士,81,27,54,7,19,26,5,20,25,9,7,16,6,7,13, -,1,1, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,4121019,科技管理學院財務金融碩士在職專班,N 職,M 碩士,50,15,35,7,16,23,7,18,25, -, -,0,1,1,2, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,4121020,計量財務金融學系,D 日,D 博士,6,3,3,1,2,3, -, -,0, -,1,1,2, -,2, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,4121020,計量財務金融學系,D 日,M 碩士,46,23,23,13,11,24,10,12,22, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,4121020,計量財務金融學系,D 日,B 學士,250,115,135,25,22,47,30,32,62,25,36,61,26,33,59, -, -,0, -, -,0, -, -,0,9,12,21,18 新竹市,1 一般
2,國立清華大學,4131016,經營管理碩士在職專班,N 職,M 碩士,123,76,47,30,25,55,38,17,55,2,2,4,4,1,5,2,2,4, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,4131016,經營管理碩士在職專班現役軍人營區碩士在職專班,N 職,M 碩士,5,5, -, -, -,0, -, -,0,2, -,2, -, -,0,3, -,3, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,4131018,國際專業管理碩士班,D 日,M 碩士,70,35,35,19,19,38,16,16,32, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,4134014,科技管理學院公共政策與管理碩士在職專班,N 職,M 碩士,48,22,26,8,14,22,12,11,23,1,1,2, -, -,0,1, -,1, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,4199017,科技管理研究所,D 日,D 博士,24,12,12,2,1,3,3,2,5,2,1,3,2,1,3,1,2,3, -,3,3,2,2,4, -, -,0,18 新竹市,1 一般
2,國立清華大學,4199017,科技管理研究所,D 日,M 碩士,63,28,35,15,14,29,11,20,31,1, -,1,1,1,2, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,4199021,科技管理學院高階經營管理亞太地區馬來西亞境外碩士在職專班,N 職,M 碩士,26,18,8,7,3,10,8,5,13,3, -,3, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,4199021,科技管理學院高階經營管理深圳境外碩士在職專班,N 職,M 碩士,20,14,6,7,2,9,7,3,10, -,1,1, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,4199021,高階經營管理碩士在職專班,N 職,M 碩士,96,70,26,34,13,47,35,12,47, -, -,0,1, -,1, -,1,1, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,4199021,高階經營管理雙聯碩士在職學位學程,N 職,M 碩士,44,25,19,13,9,22,12,10,22, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,4199022,服務科學研究所,D 日,D 博士,17,12,5, -,2,2,1,1,2,4, -,4,3, -,3,2,2,4,2, -,2, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,4199022,服務科學研究所,D 日,M 碩士,56,13,43,6,18,24,3,19,22,2,5,7,2,1,3, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,4199023,科技管理學院學士班,D 日,B 學士,321,134,187,25,13,38,43,60,103,32,59,91,24,52,76, -, -,0, -, -,0, -, -,0,10,3,13,18 新竹市,1 一般
2,國立清華大學,4199131,科技管理學院健康政策與經營管理碩士在職專班,N 職,M 碩士,29,8,21,3,12,15,5,9,14, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,,學士後法律學士學位學程,D 日,X 4+X,1,1, -,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,4212024,科技法律研究所,D 日,D 博士,18,11,7,2,2,4,3, -,3,3,3,6, -,2,2, -, -,0,1, -,1,2, -,2, -, -,0,18 新竹市,1 一般
2,國立清華大學,4212024,科技法律研究所,D 日,M 碩士,104,39,65,4,17,21,6,15,21,13,13,26,15,20,35,1, -,1, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,5111106,應用科學系,D 日,B 學士,2,2, -, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,2, -,2,18 新竹市,1 一般
2,國立清華大學,5121025,生命科學系,D 日,B 學士,208,113,95,22,21,43,28,19,47,20,28,48,34,19,53, -, -,0, -, -,0, -, -,0,9,8,17,18 新竹市,1 一般
2,國立清華大學,5121026,生物科技研究所,D 日,D 博士,39,25,14,4,1,5,5,3,8,2,2,4,3,3,6,5,3,8,1, -,1,5,2,7, -, -,0,18 新竹市,1 一般
2,國立清華大學,5121026,生物科技研究所,D 日,M 碩士,53,27,26,10,12,22,15,13,28,2, -,2, -,1,1, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,5121028,分子與細胞生物研究所,D 日,D 博士,31,22,9,5,1,6,3,1,4,2, -,2,4,2,6,3,3,6,3,1,4,2,1,3, -, -,0,18 新竹市,1 一般
2,國立清華大學,5121028,分子與細胞生物研究所,D 日,M 碩士,47,25,22,12,10,22,9,10,19,4,2,6, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,5121029,生技產業博士學位學程,D 日,D 博士,7,3,4, -, -,0, -,1,1,1,1,2, -, -,0,1, -,1,1,1,2, -,1,1, -, -,0,18 新竹市,1 一般
2,國立清華大學,5121030,生物資訊與結構生物研究所,D 日,D 博士,36,22,14,5,4,9,2,1,3,3,3,6,4,1,5,6, -,6,1, -,1,1,5,6, -, -,0,18 新竹市,1 一般
2,國立清華大學,5121030,生物資訊與結構生物研究所,D 日,M 碩士,62,35,27,15,13,28,15,12,27,4,2,6,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,5121072,分子醫學研究所,D 日,D 博士,23,9,14,1,2,3,2,3,5, -,2,2,1,2,3,3, -,3, -,4,4,2,1,3, -, -,0,18 新竹市,1 一般
2,國立清華大學,5121072,分子醫學研究所,D 日,M 碩士,44,19,25,12,9,21,2,11,13,4,3,7,1,2,3, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,5199032,生命科學院學士班,D 日,B 學士,138,51,87,11,22,33,15,27,42,12,21,33,10,13,23, -, -,0, -, -,0, -, -,0,3,4,7,18 新竹市,1 一般
2,國立清華大學,5199033,系統神經科學研究所,D 日,D 博士,10,6,4,1,2,3,2, -,2,1,2,3,1, -,1,1, -,1, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,5199033,系統神經科學研究所,D 日,M 碩士,28,13,15,6,10,16,3,3,6,3,1,4,1,1,2, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,5211041,環境科技博士學位學程(台灣聯合大學系統),D 日,D 博士,10,6,4,1,2,3,2,2,4,3, -,3, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,5211102,環境與文化資源學系,D 日,M 碩士,62,22,40,7,15,22,7,13,20,5,6,11,2,6,8,1, -,1, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,5211102,環境與文化資源學系,D 日,B 學士,7,3,4, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,3,4,7,18 新竹市,1 一般
2,國立清華大學,5211102,環境與文化資源學系社區與社會學習領域碩士在職專班,N 職,M 碩士,49,13,36,2,11,13,4,6,10,4,8,12,1,9,10, -,1,1, -, -,0,2,1,3, -, -,0,18 新竹市,1 一般
2,國立清華大學,5211102,環境與文化資源學系社會學習領域教師碩士在職專班,N 職,M 碩士,2,1,1, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,1,1,2, -, -,0,18 新竹市,1 一般
2,國立清華大學,5211121,分析與環境科學研究所,D 日,M 碩士,33,9,24,3,12,15,4,9,13, -,3,3,2, -,2, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,5311037,化學系,D 日,D 博士,87,65,22,9,4,13,16,6,22,11,3,14,12,2,14,7,3,10,5,2,7,5,2,7, -, -,0,18 新竹市,1 一般
2,國立清華大學,5311037,化學系,D 日,M 碩士,207,139,68,66,32,98,66,33,99,7,3,10, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,5311037,化學系,D 日,B 學士,265,175,90,43,23,66,48,23,71,41,22,63,34,20,54, -, -,0, -, -,0, -, -,0,9,2,11,18 新竹市,1 一般
2,國立清華大學,5331038,物理學系,D 日,D 博士,81,74,7,15,5,20,14, -,14,10, -,10,15,2,17,7, -,7,7, -,7,6, -,6, -, -,0,18 新竹市,1 一般
2,國立清華大學,5331038,物理學系,D 日,M 碩士,199,171,28,69,17,86,69,8,77,27,3,30,6, -,6, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,5331038,物理學系,D 日,B 學士,294,241,53,67,9,76,51,17,68,48,15,63,61,9,70, -, -,0, -, -,0, -, -,0,14,3,17,18 新竹市,1 一般
2,國立清華大學,5331137,量子科技暨尖端材料博士學位學程,D 日,D 博士,1,1, -,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,5332039,天文研究所,D 日,D 博士,19,9,10,1, -,1, -,4,4, -,3,3,2,2,4,2, -,2,2,1,3,2, -,2, -, -,0,18 新竹市,1 一般
2,國立清華大學,5332039,天文研究所,D 日,M 碩士,19,10,9,4,2,6,5,3,8,1,4,5, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,5399040,先進光源科技博士學位學程,D 日,D 博士,1,1, -, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,1, -,1, -, -,0,18 新竹市,1 一般
2,國立清華大學,5399040,先進光源科技碩士學位學程,D 日,M 碩士,8,6,2, -, -,0,2,2,4,2, -,2,2, -,2, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,5399042,理學院學士班,D 日,B 學士,158,119,39,26,15,41,32,9,41,32,6,38,23,7,30, -, -,0, -, -,0, -, -,0,6,2,8,18 新竹市,1 一般
2,國立清華大學,5411043,數學系,D 日,D 博士,10,10, -,4, -,4,1, -,1,1, -,1,2, -,2, -, -,0,1, -,1,1, -,1, -, -,0,18 新竹市,1 一般
2,國立清華大學,5411043,數學系,D 日,M 碩士,43,38,5,16,1,17,16,2,18,4, -,4,2,2,4, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,5411043,數學系,D 日,B 學士,267,218,49,54,13,67,48,14,62,49,9,58,46,7,53, -, -,0, -, -,0, -, -,0,21,6,27,18 新竹市,1 一般
2,國立清華大學,5411115,計算與建模科學研究所,D 日,M 碩士,21,13,8,7,3,10,5,4,9,1, -,1, -,1,1, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,5421044,統計學研究所,D 日,D 博士,15,9,6,2, -,2,1,3,4,3,1,4,3, -,3, -,1,1, -,1,1, -, -,0, -, -,0,18 新竹市,1 一般
2,國立清華大學,5421044,統計學研究所,D 日,M 碩士,54,45,9,23,3,26,20,6,26,2, -,2, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,18 新竹市,1 一般
